customer_id,age,gender,income_bracket,marital_status,num_dependents,avg_purchase_value,purchase_frequency,last_purchase_days_ago,preferred_payment_method,num_categories_purchased,loyalty_program_member,avg_basket_size,refund_count,complaints_last_year,weekday_shopper,email_open_rate,sms_response,ad_clicks_last_month,coupon_used,last_campaign_response_days,campaign_channel,discount_sensitivity,newsletter_subscription,targeted_ads_viewed,campaign_conversion_rate,avg_session_duration,pages_per_session,bounce_rate,mobile_user,app_user,desktop_user,avg_click_depth,search_queries_per_month,product_views_last_week,time_on_product_page,scroll_depth_percent,exit_rate,session_count_last_month,logged_in_sessions,guest_sessions,preferred_language,account_creation_method,browser_response_time,agreed_to_terms,social_media_engagement_score,referral_code_used,customer_feedback_score,offline_event_participation,target
CUST_000010,36,Female,Low,Single,1,115.84,13,212,Digital Wallet,5,Yes,4.0,0,0,No,0.36,Yes,3,Yes,30,Website,0.27,Subscribed,2,0.375,8.64,6.1,0.78,Yes,No,No,2.6,8,82,52.65,64.8,0.47,19,2,1,Portuguese,Google,2775,False,,nan,,nan,0
CUST_000011,40,Female,Low,Married,1,296.42,3,133,Card,6,Yes,2.1,1,0,No,0.12,No,2,No,242,SMS,0.35,Subscribed,1,0.072,4.99,-1.5,0.8,No,No,Yes,2.5,8,19,51.09,62.5,0.49,5,5,4,English,Manual,1156,True,,nan,,No,1
CUST_000012,28,Female,Medium,Divorced,3,227.88,10,276,Digital Wallet,6,No,4.2,2,0,Yes,0.23,No,3,No,31,App,0.18,Subscribed,5,0.064,5.68,2.0,0.49,Yes,Yes,No,2.0,1,29,39.44,64.1,0.43,9,3,3,Other,Manual,3929,True,,nan,,nan,0
CUST_000013,28,Female,Medium,Single,1,201.54,15,92,Card,5,Yes,2.4,4,0,No,0.02,Yes,2,No,230,Email,0.49,Subscribed,3,0.271,8.1,5.5,0.83,Yes,Yes,No,2.1,3,8,57.67,87.4,0.19,12,6,4,Spanish,Google,3000,False,,YES,,nan,0
CUST_000014,41,Male,Low,Widowed,2,183.69,13,196,Digital Wallet,12,No,3.1,1,0,Yes,0.32,No,1,No,240,Email,0.22,Subscribed,8,0.489,7.27,6.7,0.17,Yes,Yes,Yes,1.2,1,83,5.15,85.5,0.23,12,5,3,English,Manual,2596,True,54.675093422520455,YES,,No,1
CUST_000015,70,Female,Medium,Divorced,2,308.65,7,122,Digital Wallet,7,No,4.5,3,0,Yes,0.2,Yes,0,No,112,Email,0.65,Subscribed,1,0.059,4.78,3.9,0.47,Yes,Yes,Yes,0.1,4,45,26.21,71.0,0.28,9,7,4,Portuguese,Apple,2096,False,,nan,4.539722506574618,nan,0
CUST_000016,53,Male,Medium,Widowed,2,148.97,14,8,Digital Wallet,8,Yes,2.3,1,0,Yes,0.77,Yes,2,Yes,241,App,0.66,Subscribed,1,0.45,7.01,4.6,0.63,No,Yes,No,1.8,8,56,26.27,88.5,0.39,9,6,2,Portuguese,Google,3616,False,53.68750784082499,nan,,nan,1
CUST_000017,57,Female,Medium,Married,0,332.95,6,123,Card,14,Yes,4.2,1,0,Yes,0.47,No,2,Yes,36,App,0.66,Unsubscribed,5,0.255,2.62,7.3,0.83,Yes,Yes,Yes,1.3,2,25,68.61,57.2,0.25,7,2,2,Spanish,Manual,4168,True,,nan,,nan,0
CUST_000018,41,Male,Low,Divorced,2,67.37,13,344,Card,10,No,4.7,2,0,No,0.54,Yes,3,Yes,242,App,0.74,Subscribed,5,0.42,8.28,1.7,0.52,No,Yes,Yes,2.6,2,50,23.46,81.5,0.4,8,5,2,English,Google,4408,True,,nan,3.5627126931679043,nan,1
CUST_000019,20,Male,Medium,Widowed,0,157.97,9,142,Cash,4,Yes,3.0,1,1,No,0.71,No,1,No,260,Website,0.55,Subscribed,9,0.424,5.43,3.1,0.33,No,No,Yes,3.2,7,91,55.43,97.5,0.35,7,15,2,Other,Apple,3105,True,,nan,,nan,0
CUST_000020,39,Male,Medium,Widowed,0,194.71,12,325,Digital Wallet,1,No,3.1,2,1,Yes,0.31,No,2,No,89,SMS,0.23,Unsubscribed,6,0.212,4.25,6.0,0.73,No,Yes,Yes,1.3,2,93,65.25,62.4,0.48,8,7,2,English,Manual,2711,True,,nan,4.031470283080283,nan,0
CUST_000021,70,Female,Medium,Married,1,247.39,9,157,Card,9,No,2.4,1,0,No,0.82,No,3,No,352,SMS,0.53,Unsubscribed,2,0.158,7.84,1.7,0.45,Yes,Yes,No,3.6,5,0,61.86,67.7,0.41,6,6,2,Portuguese,Google,2858,True,,NO,,nan,0
CUST_000022,19,Male,Medium,Married,2,165.26,4,148,Digital Wallet,5,No,0.8,0,1,Yes,0.57,No,2,Yes,285,Email,0.13,Unsubscribed,1,0.217,5.72,4.6,0.5,No,No,No,2.3,2,86,55.31,88.2,0.29,5,8,4,English,Google,4715,True,62.2254133867403,YES,,nan,0
CUST_000023,41,Female,High,Married,1,164.16,13,284,Cash,2,Yes,3.9,1,1,Yes,0.3,No,2,No,154,Email,0.65,Subscribed,4,0.488,4.36,6.7,0.77,Yes,No,No,0.5,11,54,33.04,53.5,0.17,6,6,1,Portuguese,Google,3507,True,,YES,,nan,0
CUST_000024,61,Male,Medium,Married,3,207.91,14,115,Digital Wallet,1,No,2.6,0,1,Yes,0.19,No,1,No,8,Website,0.67,Subscribed,6,0.171,4.3,4.8,0.89,No,Yes,Yes,1.3,4,61,33.47,27.7,0.29,8,4,1,Other,Facebook,2823,True,,nan,,nan,1
CUST_000025,47,Female,High,Married,0,146.29,14,171,Digital Wallet,5,No,1.5,1,0,Yes,0.09,No,4,No,90,Website,0.38,Subscribed,6,0.405,7.02,2.4,0.11,No,No,No,1.4,2,50,26.95,52.4,0.43,3,3,1,Portuguese,Facebook,3566,False,,nan,,nan,0
CUST_000026,55,Female,Medium,Single,1,239.59,12,124,Card,2,No,1.9,3,3,No,0.09,No,2,No,305,SMS,0.31,Subscribed,0,0.05,1.26,3.1,0.11,Yes,No,Yes,2.0,7,78,49.37,10.2,0.28,8,6,0,English,Google,3715,False,55.32309185553349,nan,,nan,1
CUST_000027,19,Male,Low,Widowed,4,110.4,6,129,Digital Wallet,13,Yes,2.0,1,0,Yes,0.01,No,3,Yes,122,SMS,0.63,Unsubscribed,6,0.324,7.89,6.2,0.39,Yes,Yes,No,2.2,7,53,83.07,28.4,0.11,7,4,5,English,Manual,2350,True,,nan,,nan,0
CUST_000028,77,Female,Medium,Married,2,149.1,9,227,Cash,4,No,1.6,0,0,No,0.97,No,3,No,30,Email,0.47,Unsubscribed,2,0.218,7.73,4.2,0.4,Yes,Yes,Yes,2.4,4,45,47.63,25.7,0.32,11,4,2,English,Facebook,1283,False,,nan,,nan,0
CUST_000029,38,Female,Medium,Widowed,2,164.67,8,76,Cash,1,No,4.1,0,0,Yes,0.19,Yes,2,No,306,Website,0.41,Subscribed,2,0.167,2.45,6.1,0.76,Yes,Yes,Yes,2.8,8,57,6.17,96.2,0.3,11,2,1,Other,Manual,1783,True,,nan,,No,0
CUST_000030,50,Female,Medium,Single,0,198.3,10,44,Digital Wallet,4,Yes,3.3,0,2,Yes,0.85,No,1,No,256,Website,0.25,Subscribed,4,0.319,2.96,5.5,0.64,Yes,Yes,No,3.4,10,37,32.76,22.3,0.4,7,5,1,English,Facebook,1944,True,,nan,,No,0
CUST_000031,29,Female,Medium,Divorced,1,196.67,8,147,Card,9,Yes,1.7,1,1,No,0.99,No,0,No,181,Website,0.67,Subscribed,4,0.146,3.62,3.8,0.4,No,Yes,Yes,5.0,3,8,94.38,54.1,0.22,6,5,1,Spanish,Apple,1339,True,,nan,4.102073480960011,nan,0
CUST_000032,75,Female,Low,Widowed,1,325.53,9,286,Card,8,Yes,1.2,0,3,Yes,0.79,No,2,No,117,Website,0.58,Unsubscribed,5,0.375,2.79,2.8,0.17,No,Yes,No,0.5,3,84,64.17,12.8,0.43,9,7,4,English,Google,3971,False,44.87757270928463,nan,,nan,0
CUST_000033,39,Female,Medium,Widowed,4,207.7,10,290,Cash,6,Yes,2.3,0,1,No,0.29,No,3,Yes,333,App,0.15,Subscribed,0,0.344,7.71,5.2,0.63,Yes,Yes,No,1.5,9,33,23.96,49.6,0.27,9,9,1,Spanish,Manual,3735,True,41.86227271752122,nan,,nan,0
CUST_000034,78,Male,Medium,Widowed,1,188.05,15,211,Digital Wallet,12,No,1.0,2,0,Yes,0.79,No,3,Yes,113,App,0.81,Subscribed,4,0.209,7.83,3.5,0.52,Yes,No,Yes,2.2,4,59,35.49,22.4,0.11,5,9,5,English,Manual,4147,False,56.15979422575496,nan,,nan,0
CUST_000035,61,Female,Medium,Divorced,2,181.13,8,152,Card,4,Yes,4.3,1,1,No,0.95,No,1,No,253,SMS,0.2,Subscribed,1,0.338,4.5,5.2,0.81,No,Yes,No,-0.2,8,25,47.76,54.6,0.47,5,7,2,English,Manual,4309,False,,nan,,nan,0
CUST_000036,42,Male,Medium,Single,0,224.67,13,236,Card,10,No,0.7,2,2,Yes,0.08,No,3,No,142,SMS,0.37,Unsubscribed,1,0.039,2.57,6.0,0.36,Yes,Yes,Yes,2.9,2,42,27.5,39.0,0.23,11,6,1,Portuguese,Apple,2799,True,,nan,,nan,1
CUST_000037,66,Male,High,Widowed,2,117.96,6,263,Card,6,Yes,4.7,0,0,No,0.3,No,1,Yes,6,Email,0.1,Subscribed,1,0.4,0.84,2.3,0.9,Yes,Yes,No,2.2,7,31,33.77,19.3,0.13,12,5,4,English,Facebook,3473,True,,nan,3.3685383511194997,Yes,0
CUST_000038,44,Female,Medium,Single,2,123.53,15,162,Digital Wallet,3,Yes,3.5,0,0,Yes,0.87,No,1,No,140,App,0.53,Subscribed,3,0.311,5.78,5.2,0.54,Yes,Yes,Yes,2.0,2,44,19.82,70.6,0.25,7,4,2,Spanish,Facebook,4555,True,,nan,,nan,1
CUST_000039,76,Male,Low,Widowed,1,65.61,12,233,Digital Wallet,4,Yes,4.0,1,1,Yes,0.58,No,1,No,297,Email,1.03,Unsubscribed,6,0.019,4.44,4.8,0.51,No,No,Yes,1.6,1,35,60.35,15.7,0.36,6,1,2,English,Apple,2302,True,,nan,4.436443213363297,nan,0
CUST_000040,59,Male,High,Widowed,1,153.0,12,82,Cash,8,Yes,2.6,1,1,Yes,0.31,No,1,Yes,252,Website,0.86,Unsubscribed,2,0.205,8.01,3.8,0.86,Yes,Yes,No,1.2,4,74,25.92,55.0,0.42,14,5,2,Portuguese,Apple,3353,False,,nan,3.3919803006758813,nan,0
CUST_000041,45,Female,Low,Widowed,1,286.91,8,138,Cash,2,No,2.4,2,1,No,0.07,Yes,0,No,22,Website,0.77,Unsubscribed,5,0.161,9.02,5.0,0.31,Yes,Yes,Yes,0.9,6,81,42.06,67.0,0.35,5,2,2,English,Google,3502,True,,NO,,nan,0
CUST_000042,77,Female,Medium,Divorced,2,172.99,10,198,Cash,11,Yes,4.0,2,0,No,0.94,No,2,No,196,SMS,0.5,Unsubscribed,8,0.237,5.03,2.9,0.61,No,No,Yes,2.8,6,63,54.24,92.3,0.41,9,10,2,Portuguese,Google,4991,False,,NO,,nan,0
CUST_000043,33,Female,Low,Single,1,125.29,8,11,Cash,12,Yes,3.1,3,0,No,0.98,No,1,Yes,63,Email,0.67,Subscribed,3,0.337,6.61,4.3,0.45,No,Yes,No,1.2,4,51,47.99,21.0,0.38,5,4,1,Other,Google,4003,False,52.3216132306672,nan,3.8972066968327344,nan,1
CUST_000044,32,Female,Low,Single,2,212.16,9,7,Card,8,No,0.7,3,0,No,0.58,Yes,3,Yes,158,Email,0.12,Subscribed,1,0.338,6.32,5.5,0.73,Yes,Yes,Yes,1.7,3,12,53.44,99.1,0.47,8,6,4,English,Apple,1684,True,51.166858091407285,nan,,nan,1
CUST_000045,79,Female,Low,Married,2,263.38,4,177,Digital Wallet,8,No,3.2,0,0,Yes,0.14,No,2,No,37,SMS,0.25,Subscribed,5,0.112,3.74,5.1,0.67,Yes,Yes,No,3.0,5,77,73.39,68.0,0.37,3,8,2,Portuguese,Manual,2624,True,,nan,,nan,0
CUST_000046,79,Male,Medium,Widowed,2,225.23,15,127,Digital Wallet,4,Yes,2.4,3,0,Yes,0.64,No,3,Yes,361,App,0.45,Subscribed,4,0.381,6.96,3.4,0.76,No,Yes,Yes,2.7,2,45,50.26,22.0,0.46,10,11,1,Other,Google,2760,False,,YES,,nan,0
CUST_000047,64,Male,Low,Divorced,3,229.06,7,285,Digital Wallet,6,Yes,3.8,1,1,Yes,0.68,No,2,No,232,App,0.29,Subscribed,0,0.039,2.46,4.5,0.72,No,Yes,No,1.5,4,70,27.56,23.3,0.4,8,5,2,Portuguese,Apple,1875,True,,nan,,No,0
CUST_000048,79,Female,Low,Widowed,1,268.15,10,197,Card,13,Yes,3.0,3,0,Yes,0.65,No,5,No,238,SMS,0.83,Subscribed,8,0.467,4.8,1.3,0.67,No,No,No,1.6,5,32,40.33,73.0,0.23,10,6,2,Portuguese,Google,1164,True,,nan,,nan,1
CUST_000049,68,Male,Medium,Single,1,187.05,7,130,Card,11,Yes,5.8,1,0,Yes,0.06,No,0,No,129,App,0.55,Subscribed,7,0.465,4.96,4.7,0.65,Yes,No,No,2.5,5,59,30.06,31.8,0.38,13,3,2,Other,Facebook,2434,True,,NO,,nan,1
CUST_000050,61,Female,Medium,Single,0,136.31,5,28,Digital Wallet,6,Yes,2.5,0,0,No,0.6,No,1,Yes,223,Email,0.31,Unsubscribed,4,0.476,6.95,4.3,0.7,No,Yes,No,2.0,6,2,35.02,58.4,0.41,11,11,3,English,Facebook,2628,False,,nan,,nan,0
CUST_000051,72,Female,High,Widowed,0,230.37,11,43,Digital Wallet,8,Yes,1.9,2,1,Yes,0.63,Yes,2,No,70,App,0.72,Subscribed,8,0.283,6.51,3.4,0.57,No,Yes,No,1.9,4,67,46.26,42.5,0.14,9,7,2,Other,Manual,1801,False,,nan,,nan,0
CUST_000052,69,Male,High,Single,3,199.87,8,19,Card,9,No,2.4,2,0,No,0.73,Yes,0,No,232,Email,0.49,Subscribed,8,0.239,1.81,2.6,0.83,No,Yes,No,2.4,4,87,48.02,88.6,0.48,8,8,1,Portuguese,Apple,3528,True,,YES,,No,0
CUST_000053,74,Female,Medium,Widowed,1,154.11,17,80,Cash,3,No,1.2,0,0,Yes,0.02,No,2,No,94,Website,0.32,Subscribed,6,0.015,4.39,5.5,0.54,No,Yes,Yes,1.4,3,41,8.38,76.3,0.12,6,1,1,Other,Manual,4022,False,46.80328783642699,nan,,No,0
CUST_000054,20,Female,High,Widowed,1,109.48,8,176,Cash,3,Yes,4.3,2,0,Yes,0.15,No,1,No,267,Email,0.41,Subscribed,5,0.019,6.81,5.4,0.78,No,Yes,No,2.5,4,22,41.75,15.2,0.21,3,6,1,Portuguese,Facebook,2748,True,,NO,,nan,0
CUST_000055,54,Male,Medium,Married,1,249.84,6,278,Cash,3,Yes,4.2,1,1,Yes,0.44,No,3,Yes,274,Website,0.47,Subscribed,6,0.288,7.78,3.4,0.23,No,Yes,No,1.3,3,74,42.85,79.8,0.12,7,9,2,Spanish,Facebook,1913,False,,NO,,nan,1
CUST_000056,68,Other,Medium,Divorced,3,149.14,10,215,Card,11,No,4.7,1,0,Yes,0.88,Yes,3,Yes,277,SMS,0.58,Subscribed,4,0.076,5.7,4.4,0.44,No,Yes,No,1.3,0,1,31.24,69.9,0.2,7,7,2,Other,Apple,1333,True,,YES,5.123765008088808,nan,1
CUST_000057,24,Female,Medium,Divorced,2,218.88,12,166,Card,5,No,2.9,0,1,Yes,0.75,Yes,8,No,70,Email,0.14,Subscribed,5,0.217,3.59,1.8,0.74,No,Yes,Yes,2.8,7,84,37.59,22.0,0.42,7,7,0,Portuguese,Manual,1948,True,,nan,,nan,0
CUST_000058,38,Male,Low,Single,1,179.56,14,237,Cash,10,No,-0.0,1,0,Yes,0.27,No,4,Yes,51,Website,0.58,Subscribed,8,0.233,2.15,5.3,0.26,Yes,Yes,No,2.2,4,53,28.53,86.5,0.18,11,3,1,Portuguese,Google,1761,False,41.341688843067566,nan,3.747676445467384,nan,0
CUST_000059,26,Female,Medium,Single,1,263.11,9,104,Cash,5,Yes,4.0,2,0,Yes,0.28,Yes,1,No,323,Email,0.8,Unsubscribed,1,0.191,5.94,6.4,0.15,No,No,No,1.5,5,95,32.48,97.2,0.5,5,2,1,Other,Apple,2609,False,59.68278354591481,nan,,nan,0
CUST_000060,56,Female,Medium,Married,1,235.38,7,255,Cash,1,No,3.7,2,2,No,0.57,Yes,4,Yes,200,App,0.49,Subscribed,8,0.138,5.79,4.8,0.11,Yes,Yes,Yes,2.6,4,62,20.18,77.2,0.13,7,5,1,English,Facebook,3091,True,,YES,,nan,0
CUST_000061,35,Female,Low,Single,1,222.65,8,278,Cash,5,Yes,4.6,2,1,Yes,0.83,No,1,Yes,55,SMS,0.75,Unsubscribed,3,0.391,8.53,4.6,0.12,No,No,No,3.7,4,98,63.7,38.5,0.21,12,6,0,Spanish,Manual,3515,True,46.65114970014225,nan,,nan,0
CUST_000062,21,Female,Low,Single,1,213.65,14,33,Cash,8,No,2.7,1,0,Yes,0.33,No,4,No,153,App,0.86,Subscribed,5,0.091,7.48,4.8,0.17,No,No,Yes,1.7,8,9,36.28,61.0,0.1,5,7,1,Spanish,Google,4493,True,,nan,,nan,1
CUST_000063,42,Female,Low,Widowed,0,121.51,4,317,Card,13,Yes,2.4,0,1,Yes,0.53,No,3,No,111,Email,0.36,Unsubscribed,4,0.391,5.11,3.7,0.33,No,Yes,No,2.6,4,20,55.74,25.6,0.38,7,7,3,Portuguese,Facebook,4316,True,,YES,,nan,1
CUST_000064,77,Male,High,Married,3,205.8,10,93,Card,6,No,1.4,0,1,No,0.33,No,2,No,89,SMS,0.44,Subscribed,0,0.195,5.1,3.3,0.45,Yes,Yes,No,1.6,6,23,22.47,35.6,0.23,10,7,1,Portuguese,Manual,4287,True,,YES,,nan,0
CUST_000065,31,Female,High,Widowed,1,174.42,9,153,Cash,3,No,2.9,1,1,Yes,0.36,No,1,Yes,263,SMS,0.63,Subscribed,9,0.173,5.33,4.5,0.67,No,Yes,No,1.8,5,86,42.79,53.8,0.34,7,3,2,English,Apple,4693,False,,nan,,nan,0
CUST_000066,67,Female,Medium,Widowed,0,205.58,11,168,Digital Wallet,5,Yes,0.5,2,0,No,0.95,No,4,No,316,Email,0.76,Subscribed,5,0.239,4.21,3.5,0.8,No,Yes,Yes,1.3,5,14,68.78,39.9,0.13,3,8,2,Other,Google,3483,True,,YES,,nan,0
CUST_000067,75,Male,Low,Single,2,188.5,11,99,Cash,9,No,1.8,1,0,Yes,0.07,No,2,Yes,50,Email,0.53,Unsubscribed,1,0.434,3.42,3.3,0.84,Yes,Yes,Yes,4.3,4,93,40.32,63.4,0.23,15,4,3,Other,Apple,2544,False,,NO,,nan,0
CUST_000068,26,Male,Low,Widowed,2,126.67,13,134,Cash,1,Yes,4.6,1,2,Yes,0.08,Yes,1,No,136,Email,0.36,Unsubscribed,8,0.169,5.81,0.6,0.4,No,Yes,No,1.6,6,71,26.47,79.9,0.44,8,9,3,Other,Apple,4864,False,,nan,,nan,0
CUST_000069,43,Other,High,Divorced,1,197.32,13,356,Card,12,Yes,3.0,2,0,Yes,0.38,Yes,0,No,189,Email,0.44,Subscribed,3,0.192,9.5,3.2,0.66,No,Yes,Yes,1.2,4,81,54.86,28.3,0.26,11,5,1,Spanish,Google,1470,False,48.08695675118385,nan,3.7368451085694074,nan,0
CUST_000070,70,Female,Low,Divorced,4,117.72,6,264,Cash,1,No,7.6,1,0,No,0.23,Yes,1,No,46,SMS,0.73,Subscribed,3,0.072,8.87,2.5,0.89,Yes,No,No,2.1,5,24,42.94,64.8,0.22,5,10,1,Portuguese,Apple,4828,True,37.24313676662078,nan,,nan,0
CUST_000071,19,Female,High,Divorced,2,251.27,9,100,Digital Wallet,8,Yes,0.3,0,0,Yes,0.03,Yes,2,Yes,331,Email,0.51,Unsubscribed,1,0.412,6.06,2.6,0.4,No,Yes,Yes,2.3,4,4,62.33,22.9,0.47,18,7,2,Other,Apple,1356,True,,nan,4.069029534219437,nan,0
CUST_000072,37,Female,Medium,Married,2,223.18,5,148,Cash,10,Yes,2.8,3,2,Yes,0.95,No,1,Yes,11,SMS,0.47,Subscribed,5,0.027,7.83,4.8,0.31,No,No,No,-0.4,3,46,46.67,22.6,0.19,5,4,1,Spanish,Manual,4143,False,,NO,,nan,1
CUST_000073,45,Female,High,Married,0,166.31,13,240,Cash,1,Yes,0.3,0,1,Yes,0.35,No,1,Yes,3,Website,0.76,Subscribed,2,0.074,3.21,3.9,0.31,Yes,No,No,-0.5,6,77,62.1,73.5,0.21,7,8,1,English,Manual,4600,False,,NO,,nan,0
CUST_000074,64,Female,Medium,Divorced,2,170.05,9,226,Card,14,No,3.9,0,0,Yes,0.27,No,1,No,202,Email,0.74,Subscribed,2,0.36,2.88,2.3,0.6,Yes,Yes,No,3.4,4,50,53.93,20.3,0.3,4,7,2,Spanish,Manual,1532,False,51.42425736070565,nan,,nan,1
CUST_000075,77,Female,Medium,Divorced,3,85.13,10,84,Cash,9,No,6.7,1,0,Yes,0.03,Yes,5,No,347,SMS,0.6,Subscribed,5,0.348,2.74,4.0,0.29,No,No,No,1.6,6,59,39.54,79.6,0.3,9,5,1,English,Manual,3447,False,56.904853540677685,nan,,nan,1
CUST_000076,24,Male,Medium,Widowed,0,203.65,11,237,Cash,11,Yes,2.2,1,1,Yes,0.2,No,0,No,293,SMS,0.5,Subscribed,1,0.289,3.76,0.9,0.22,Yes,Yes,Yes,1.2,6,16,35.53,50.4,0.29,7,7,1,Portuguese,Google,2382,True,,YES,,nan,0
CUST_000077,61,Female,High,Married,0,173.6,10,363,Digital Wallet,14,No,3.7,1,1,No,0.82,Yes,3,No,113,App,0.76,Subscribed,7,0.346,2.77,3.7,0.75,No,Yes,Yes,2.7,7,77,51.62,59.7,0.36,7,5,0,Portuguese,Manual,2983,False,,nan,,nan,0
CUST_000078,78,Female,High,Single,3,283.4,13,246,Card,2,Yes,4.1,2,1,No,0.8,No,0,No,157,Email,0.58,Unsubscribed,3,0.219,6.17,5.3,0.68,No,Yes,Yes,2.3,4,19,86.28,63.1,0.46,8,6,1,Other,Google,1954,False,,nan,,nan,0
CUST_000079,25,Female,Medium,Single,3,204.61,11,341,Digital Wallet,11,Yes,4.3,1,1,No,0.72,No,0,No,245,SMS,0.51,Subscribed,2,0.309,5.9,5.3,0.77,Yes,Yes,No,2.5,7,29,5.04,39.4,0.37,9,7,2,Other,Google,3318,True,46.90653460279761,nan,,Yes,0
CUST_000080,64,Female,Medium,Married,1,260.86,9,257,Card,3,Yes,3.7,0,0,No,0.34,Yes,3,Yes,248,Website,0.77,Unsubscribed,7,0.153,0.16,4.6,0.66,No,No,Yes,3.3,6,11,29.33,80.8,0.16,5,6,2,Spanish,Manual,3226,True,54.567752375574116,nan,,nan,0
CUST_000081,52,Female,High,Widowed,2,196.13,8,53,Card,6,No,2.1,4,1,Yes,0.72,No,1,No,82,Email,0.18,Subscribed,0,0.332,5.51,1.0,0.57,Yes,Yes,No,3.7,4,42,-0.05,99.5,0.43,11,7,3,English,Google,1693,True,,nan,,nan,0
CUST_000082,31,Male,High,Divorced,3,262.84,15,67,Card,12,Yes,2.5,1,1,Yes,0.36,No,1,No,269,Email,0.25,Unsubscribed,3,0.477,5.41,3.3,0.74,Yes,Yes,No,2.0,8,9,20.55,61.0,0.27,7,4,2,Other,Facebook,3522,True,,nan,,nan,1
CUST_000083,34,Male,Medium,Widowed,3,161.35,13,12,Cash,9,Yes,3.8,1,1,Yes,0.31,No,1,No,334,Email,0.3,Unsubscribed,6,0.42,7.12,3.5,0.41,Yes,Yes,Yes,3.2,5,12,39.03,72.9,0.44,6,2,0,Other,Manual,4185,True,,nan,,nan,1
